layer,p
0,0.07142857142857142
1,0.07142857142857142
2,0.07142857142857142
3,0.07142857142857142
4,0.07142857142857142
5,0.07142857142857142
6,0.07142857142857142
7,0.07142857142857142
8,0.07142857142857142
9,0.07142857142857142
10,0.07142857142857142
11,0.07142857142857142
12,0.07142857142857142
13,0.07142857142857142
14,0.07142857142857142
15,0.07142857142857142
16,0.07142857142857142
17,0.07142857142857142
18,0.07142857142857142
19,0.07142857142857142
20,0.07142857142857142
21,0.07142857142857142
22,0.07142857142857142
23,0.07142857142857142
24,0.07142857142857142
25,0.07142857142857142
26,0.07142857142857142
27,0.07142857142857142
28,0.07142857142857142
29,0.07142857142857142
30,0.07142857142857142
31,0.07142857142857142
32,0.07142857142857142
33,0.07142857142857142
34,0.07142857142857142
35,0.07142857142857142
36,0.07142857142857142
37,0.07142857142857142
38,0.07142857142857142
39,0.07142857142857142
40,0.07142857142857142
41,0.07142857142857142
42,0.07142857142857142
43,0.07142857142857142
44,0.07142857142857142
45,0.07142857142857142
46,0.07142857142857142
47,0.07142857142857142
48,0.07142857142857142
